id,name_en,name_ar,category,uses,side_effects
159,"Lantus 100IU/ml Vials","لانتوس فيال 100 وحدة",Diabetes,"تُستخدم لانتوس فيال 100 وحدة كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
160,"Novorapid 100IU/ml","نوفورابيد 100 وحدة",Diabetes,"تُستخدم نوفورابيد 100 وحدة كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
161,"Mixtard 30 Vial","ميكستارد فيال 30",Diabetes,"تُستخدم ميكستارد فيال 30 كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
162,"Levemir Flexpen","ليفيمير فليكس بن",Diabetes,"تُستخدم ليفيمير فليكس بن كمنظم حيوي وأساسي لسكر الدم يعمل على زيادة حساسية الجسم للإنسولين وتقليل إنتاج الكبد اللحظي للسكر. يعتبر طوق النجاة الأول عالمياً لمرضى السكري من النوع الثاني.","اضطرابات الجهاز الهضمي المؤقتة هي العرض الأشهر (الإسهال الشديد، ألآم البطن، والانتفاخ)، ويفضل تناوله في وسط الوجبات لتقليل هذا الأثر."
163,"Nexium 40mg Tablets","نيكسيوم أقراص 40 مجم","Stomach & GI","تُستخدم نيكسيوم أقراص 40 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
164,"Nexium 20mg Tablets","نيكسيوم أقراص 20 مجم","Stomach & GI","تُستخدم نيكسيوم أقراص 20 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
165,"Nexium IV Vials","نيكسيوم حقن وريدية","Stomach & GI","تُستخدم نيكسيوم حقن وريدية كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
166,"Losec 20mg Capsules","لوسيك كبسولات 20 مجم","Stomach & GI","تُستخدم لوسيك كبسولات 20 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
167,"Controloc 40mg Tablets","كونترولوك أقراص 40 مجم","Stomach & GI","تُستخدم كونترولوك أقراص 40 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
168,"Pantaloc 40mg Tablets","بانتالوك أقراص 40 مجم","Stomach & GI","تُستخدم بانتالوك أقراص 40 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
169,"Zantac 150mg Tablets","زانتاك أقراص 150 مجم","Stomach & GI","تُستخدم زانتاك أقراص 150 مجم لتخفيف حموضة المعدة الزائدة وعلاج عسر الهضم الحمضي، ويفضل استخدامه قبل وجبات الطعام لتجنب الارتجاع والحرقان المزعج.","آمن جداً وقليل الأعراض الجانبية، قد يسبب صداعاً عابراً أو دواراً بسيطاً لكبار السن."
170,"Gaviscon Suspension","جافيسكون معلق","Stomach & GI","تُستخدم جافيسكون معلق كمعادل حموضة سريع ومهدئ فوري لحرقة المعدة وعسر الهضم، حيث يغلف جدار المعدة والمريء ليحميهما من ارتداد الحمض.","الإكثار منه قد يخل بتوازن وظائف الجهاز الهضمي ليسبب الإمساك (في المحتويات الغنية بالألومنيوم) أو الإسهال (في الغنية بالماغنسيوم)."
171,"Gaviscon Tablets","جافيسكون أقراص","Stomach & GI","تُستخدم جافيسكون أقراص كمعادل حموضة سريع ومهدئ فوري لحرقة المعدة وعسر الهضم، حيث يغلف جدار المعدة والمريء ليحميهما من ارتداد الحمض.","الإكثار منه قد يخل بتوازن وظائف الجهاز الهضمي ليسبب الإمساك (في المحتويات الغنية بالألومنيوم) أو الإسهال (في الغنية بالماغنسيوم)."
